
 0.25;  -0.5; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
 0.25;   0.1; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
 0.1;   -0.5; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
                     
 0.1;   -0.5; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
 0.1;    0.1; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
 0.25;   0.1; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  

 0.175;    0.2; 1.5; 0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
 0.1;    0.1; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
 0.25;   0.1; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
                     
                     
                    
 -0.25;  -0.5; 1.5;  0.0;  0.0;  1.0;   1.0;  1.0;  1.0;      0.0; 0.0;  
 -0.25;   0.1; 1.5;  0.0;  0.0;  1.0;   1.0;  1.0;  1.0;      0.0; 0.0;  
 -0.4;   -0.5; 1.5;  0.0;  0.0;  1.0;   1.0;  1.0;  1.0;      0.0; 0.0;  

 -0.4;   -0.5; 1.5;  0.0;  0.0;  1.0;   1.0;  1.0;  1.0;      0.0; 0.0;  
 -0.4;    0.1; 1.5;  0.0;  0.0;  1.0;   1.0;  1.0;  1.0;      0.0; 0.0;  
 -0.25;   0.1; 1.5;  0.0;  0.0;  1.0;   1.0;  1.0;  1.0;      0.0; 0.0;  

 -0.325;  0.2; 1.5;  0.0;  0.0;  1.0; 1.0;  1.0;  1.0;      0.0; 0.0;  
 -0.4;    0.1; 1.5;  0.0;  0.0;  1.0; 1.0;  1.0;  1.0;      0.0; 0.0;  
 -0.25;   0.1; 1.5;  0.0;  0.0;  1.0; 1.0;  1.0;  1.0;      0.0; 0.0;  
                       
                       
                     
 0.75;  -0.5; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
 0.75;   0.1; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
 0.6;   -0.5; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
                     
 0.6;   -0.5; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
 0.6;    0.1; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  
 0.75;   0.1; 1.5;   0.0;  0.0;  1.0;  1.0;  1.0;  1.0;       0.0; 0.0;  

