
 -1.35;   1.0;  0.0;     0.25;  1.0;  0.25;   0.0;  0.3;  0.0;   1.0; 0.1   
 -1.85;   -0.1; -0.5;    -1.0;  1.0;  0.25;   0.0;  0.3;  0.0;    0.5; 0.0     
 -1.85;   -0.1;  0.5;    -1.0;  1.0;  0.25;   0.0;  0.3;  0.0;    0.5; 0.0     
                         
 -1.35;   1.0;  0.0;     0.25;  1.0;  0.25;   0.0;  0.3;  0.0;     1.0; 0.0     
 -0.85;   -0.1; -0.5;    0.25;  1.0;  -1.0;   0.0;  0.3;  0.0;    0.0; 0.5     
 -1.85;   -0.1; -0.5;    0.25;  1.0;  -1.0;   0.0;  0.3;  0.0;    0.0; 1.0     

 -1.35;   1.0;  0.0;     0.25;  1.0;  0.25;   0.0;  0.3;  0.0;    1.0; 0.0     
 -0.85;   -0.1;  0.5;    1.0;  1.0;  0.25;   0.0;  0.3;  0.0;   0.0; 1.0     
 -0.85;   -0.1; -0.5;    1.0;  1.0;  0.25;   0.0;  0.3;  0.0;   0.0; 0.5     
                         
 -1.35;   1.0;  0.0;     0.25;  1.0;  0.25;   0.0;  0.3;  0.0;    1.0; 0.0     
 -0.85;   -0.1;  0.5;    0.25;  1.0;  1.0;   0.0;  0.3;  0.0;   0.0; 0.5     
 -1.85;   -0.1;  0.5;    0.25;  1.0;  1.0;   0.0;  0.3;  0.0;   0.0; 1.0
